punto_0_x,punto_0_y,punto_0_z,punto_1_x,punto_1_y,punto_1_z,punto_2_x,punto_2_y,punto_2_z,punto_3_x,punto_3_y,punto_3_z,punto_4_x,punto_4_y,punto_4_z,punto_5_x,punto_5_y,punto_5_z,punto_6_x,punto_6_y,punto_6_z,punto_7_x,punto_7_y,punto_7_z,punto_8_x,punto_8_y,punto_8_z,punto_9_x,punto_9_y,punto_9_z,punto_10_x,punto_10_y,punto_10_z,punto_11_x,punto_11_y,punto_11_z,punto_12_x,punto_12_y,punto_12_z,punto_13_x,punto_13_y,punto_13_z,punto_14_x,punto_14_y,punto_14_z,punto_15_x,punto_15_y,punto_15_z,punto_16_x,punto_16_y,punto_16_z,punto_17_x,punto_17_y,punto_17_z,punto_18_x,punto_18_y,punto_18_z,punto_19_x,punto_19_y,punto_19_z,punto_20_x,punto_20_y,punto_20_z,etiqueta
0.0,0.0,0.0,-0.16174516,0.17077117,-0.1785954,-0.32724386,0.22532687,-0.33160612,-0.4561236,0.14490436,-0.43091965,-0.50589967,0.012543075,-0.5256704,-0.030681722,0.20454255,-0.60545367,-0.40192562,0.0072775884,-0.74721634,-0.58010334,-0.06547551,-0.7518156,-0.6716316,-0.10560321,-0.73332053,0.05892283,-2.7621512e-09,-0.55121434,-0.36613727,-0.19976555,-0.6769477,-0.5685831,-0.22824593,-0.62649804,-0.65802395,-0.20126677,-0.58625036,0.08708493,-0.18606196,-0.48297817,-0.33317882,-0.31412968,-0.58105886,-0.51127577,-0.2951121,-0.51661295,-0.5847045,-0.25703773,-0.46706495,0.07637437,-0.33292156,-0.42140153,-0.24129452,-0.39026937,-0.48898175,-0.37710243,-0.34612095,-0.45772988,-0.42599693,-0.28478345,-0.43060297,N
0.0,0.0,0.0,0.18386047,0.11153915,0.050153997,0.38580707,0.122072004,0.04581098,0.52671105,0.04445422,0.035589833,0.6138119,-0.046859916,0.016741673,0.47418448,0.119834565,-0.078766614,0.70957476,0.11153232,-0.12425514,0.85062677,0.11409807,-0.15399228,0.96240246,0.12096839,-0.17232506,0.44292712,-3.1028257e-08,-0.112498224,0.7061037,-0.1087875,-0.14429446,0.85514027,-0.17022042,-0.14431198,0.9658935,-0.21239926,-0.14810905,0.3964419,-0.11371561,-0.13218628,0.6281681,-0.18929131,-0.14110251,0.6334974,-0.17246659,-0.095759496,0.5989905,-0.15394664,-0.06162044,0.33229354,-0.21648294,-0.14740162,0.5135237,-0.23467737,-0.1376541,0.5175463,-0.20975435,-0.08661799,0.48284346,-0.18003458,-0.043837953,N
0.0,0.0,0.0,0.16149698,-0.086633354,-0.054742016,0.3904257,-0.02892348,-0.11986858,0.5262609,0.13699879,-0.1782051,0.613097,0.25601488,-0.2329067,0.38139802,-0.12487135,-0.20879818,0.6388254,0.011191623,-0.29411274,0.78407824,0.10191466,-0.33334514,0.9043662,0.178639,-0.35573912,0.3041589,-1.7733642e-08,-0.23233108,0.58510154,0.14924963,-0.31106248,0.7509546,0.23697637,-0.330234,0.8842253,0.31095773,-0.34849823,0.22325549,0.13242303,-0.25090706,0.48190334,0.27255037,-0.3241105,0.41871262,0.23074816,-0.29077807,0.33267087,0.17915054,-0.25771976,0.15518244,0.26354352,-0.27420864,0.3689294,0.35537702,-0.31883377,0.32299843,0.3189452,-0.28178355,0.24584456,0.27867633,-0.24917224,N
0.0,0.0,0.0,0.18906677,-0.12924427,0.031376556,0.3959598,-0.12169707,0.02110067,0.55039996,-0.045475632,0.010478746,0.64290667,0.03362888,0.0011271671,0.4762896,-0.12395252,-0.098323636,0.7157128,-0.11504427,-0.16425896,0.86047906,-0.115228735,-0.20459063,0.9673933,-0.11406158,-0.22614181,0.44372752,1.4743286e-08,-0.12249803,0.6990741,0.108721286,-0.15854089,0.84128994,0.17203811,-0.17238721,0.948794,0.22324134,-0.18630223,0.39583507,0.11876219,-0.1337047,0.6351577,0.19305243,-0.14353083,0.59556705,0.14986464,-0.10025515,0.5319835,0.11198042,-0.068120584,0.3369993,0.223377,-0.14178938,0.5162397,0.22377492,-0.1297462,0.48317832,0.1771741,-0.07779248,0.41972762,0.15404956,-0.034791414,N
0.0,0.0,0.0,0.17306511,-0.13848868,-0.06628421,0.4171188,-0.12171624,-0.11870552,0.5914617,0.0174407,-0.15335535,0.67992246,0.14667001,-0.17927481,0.39894786,-0.14003377,-0.21369578,0.6792683,-0.0155922165,-0.28344992,0.82929,0.058928348,-0.29565614,0.9389475,0.11916299,-0.296173,0.3385103,1.3377736e-08,-0.21015659,0.6380634,0.11742663,-0.27774048,0.8084128,0.17537253,-0.28195056,0.93201274,0.22649303,-0.2829367,0.2740338,0.14394829,-0.20067264,0.5245567,0.23848982,-0.2819495,0.47299302,0.19660403,-0.2626689,0.38590363,0.15122683,-0.22927077,0.22303171,0.27161252,-0.19282234,0.4037039,0.3170637,-0.26289514,0.35870805,0.28467813,-0.25410444,0.2847509,0.26527366,-0.23098081,N
0.0,0.0,0.0,0.1662767,-0.08715696,-0.06292011,0.38678437,-0.03148566,-0.13066484,0.5220181,0.12499122,-0.1879283,0.60926765,0.2565073,-0.23850739,0.37556487,-0.12196345,-0.2243905,0.6320648,0.024518179,-0.31183675,0.7766927,0.11609523,-0.3429966,0.8939959,0.1957335,-0.35737827,0.29262716,-4.131997e-08,-0.2412861,0.57721317,0.15689285,-0.32585642,0.7440369,0.24986562,-0.3419686,0.8753287,0.32885867,-0.35447362,0.2096226,0.13389833,-0.25285485,0.46691322,0.28197452,-0.3397607,0.4133718,0.23615187,-0.3079112,0.32936156,0.18040922,-0.2685892,0.14366873,0.26522473,-0.26810625,0.36039868,0.3603356,-0.32375208,0.31920546,0.32384688,-0.2905975,0.23927557,0.29008067,-0.25631726,N
0.0,0.0,0.0,-0.0012638026,0.16581431,-0.18415523,0.055997487,0.32074034,-0.33632973,0.1752276,0.4326217,-0.44342592,0.30707872,0.49440262,-0.56927115,0.09184324,0.08930334,-0.49589235,0.24016617,0.25640962,-0.628699,0.3230797,0.3928652,-0.71644676,0.38272032,0.5083816,-0.7714099,0.16454747,-3.603497e-09,-0.44802046,0.3383096,0.23306777,-0.56503624,0.43898156,0.39766422,-0.6235054,0.50326985,0.5113877,-0.68176144,0.20869905,-0.04293798,-0.38496268,0.35569552,0.19764416,-0.469949,0.42093825,0.34887648,-0.49448368,0.46745288,0.44744906,-0.52135193,0.24025877,-0.03944781,-0.32973668,0.31503522,0.14907119,-0.38022268,0.34556964,0.25619504,-0.3693774,0.3707587,0.33402675,-0.3714602,N
0.0,0.0,0.0,0.20588201,-0.042754497,-0.117946364,0.39505142,0.050153658,-0.25376272,0.47150564,0.19651094,-0.3613324,0.48203313,0.331944,-0.4755415,0.3386388,-0.064302735,-0.42789382,0.4766894,0.25775272,-0.5386381,0.54409915,0.43431446,-0.5848043,0.5759904,0.54640937,-0.6080064,0.19498314,-6.15756e-09,-0.41374895,0.3998255,0.37561947,-0.4995749,0.4803587,0.5464679,-0.4943481,0.52848065,0.62732786,-0.49727863,0.06809183,0.09559025,-0.38172102,0.2601635,0.39501688,-0.4208226,0.26027596,0.39428386,-0.3702743,0.23386723,0.34782925,-0.34967157,-0.042175498,0.20347445,-0.35818803,0.12094497,0.42602706,-0.38222295,0.13868213,0.4001089,-0.32766718,0.1209426,0.32929164,-0.28891435,N
0.0,0.0,0.0,0.00037776516,-0.19054724,-0.20717895,-0.079671234,-0.34988287,-0.39623317,-0.20775788,-0.442483,-0.5607772,-0.3021323,-0.51924425,-0.7253594,0.15052363,-0.12504247,-0.4571564,-0.14869033,-0.37479362,-0.65946597,-0.26559985,-0.445424,-0.77275497,-0.3068928,-0.44001096,-0.8439236,0.13975957,-2.5283218e-09,-0.4371907,-0.22313417,-0.32215986,-0.60629845,-0.28497753,-0.40274563,-0.63699067,-0.26449466,-0.37396264,-0.66838187,0.06393272,0.0777178,-0.4242193,-0.2785383,-0.21106449,-0.57103294,-0.33960423,-0.2836042,-0.55437714,-0.32343033,-0.26801682,-0.53978175,-0.04139569,0.12355291,-0.430459,-0.34582743,-0.06328806,-0.5156298,-0.45727077,-0.10345913,-0.5029969,-0.50595,-0.083858415,-0.49412832,N
0.0,0.0,0.0,-0.058231074,-0.12741953,-0.23705661,0.07183029,-0.32978177,-0.3389604,0.21962987,-0.44880113,-0.3684726,0.36297688,-0.48814306,-0.388711,0.10272989,-0.018986324,-0.45722637,0.15302026,-0.32089558,-0.5683603,0.22166166,-0.5246017,-0.6263697,0.31575388,-0.66437316,-0.6774274,0.21238047,2.4941897e-08,-0.3632592,0.23936106,-0.3657652,-0.44353965,0.21466498,-0.5002036,-0.44294623,0.2289948,-0.54382396,-0.45938942,0.29927593,-0.037561867,-0.27033043,0.253195,-0.34719148,-0.33394247,0.15852058,-0.33894792,-0.29645386,0.12928104,-0.27030516,-0.2818526,0.35326648,-0.08954224,-0.19568507,0.28439176,-0.31050733,-0.2698962,0.20006928,-0.29702204,-0.26165667,0.15879852,-0.23797263,-0.25436568,N
0.0,0.0,0.0,0.21121137,0.117489316,-0.09962568,0.41592222,0.010616947,-0.16725644,0.51961374,-0.18763964,-0.20627214,0.57798433,-0.3546176,-0.2419282,0.30416638,0.15821141,-0.31538445,0.611402,-0.041768182,-0.4050385,0.758296,-0.15071006,-0.41844335,0.87673414,-0.24585325,-0.41339272,0.20077771,-1.5215315e-08,-0.28947738,0.53417546,-0.20564361,-0.36198428,0.712493,-0.31705096,-0.35262442,0.83364016,-0.4040562,-0.34762305,0.1088281,-0.16732758,-0.2550192,0.37760067,-0.33935374,-0.3171916,0.36553115,-0.27880514,-0.27906945,0.29778945,-0.21406996,-0.24043031,0.0507682,-0.31739303,-0.2230044,0.26598093,-0.42087492,-0.24732944,0.26373634,-0.34999683,-0.2059096,0.20019601,-0.28563195,-0.1718613,N
0.0,0.0,0.0,-0.09821305,-0.12244948,-0.15521048,-0.035019297,-0.31463635,-0.27682126,0.14534189,-0.43120345,-0.34448987,0.28511444,-0.51845604,-0.40817687,-0.08109816,-0.048912894,-0.48757103,0.095785126,-0.23027293,-0.6210108,0.20156632,-0.37077284,-0.683285,0.27644548,-0.49744037,-0.7219918,0.0765818,-2.3013458e-09,-0.43873784,0.3470574,-0.21559294,-0.55002826,0.5079972,-0.3867618,-0.56794643,0.61814743,-0.51562876,-0.59331334,0.21139687,-0.0045658904,-0.37530246,0.40431783,-0.24417034,-0.4409465,0.35232517,-0.38440636,-0.41841808,0.26235446,-0.47380373,-0.41089892,0.31414375,-0.03407696,-0.3181864,0.4240292,-0.27432916,-0.35293022,0.36090145,-0.37062117,-0.3332252,0.2780915,-0.4327073,-0.32840908,N
0.0,0.0,0.0,0.17405273,0.12412282,0.048096627,0.3711177,0.14431971,0.042739343,0.5129357,0.07011662,0.03413733,0.6010534,-0.01774447,0.01605998,0.46597886,0.1254061,-0.08666773,0.7149731,0.12468813,-0.12725496,0.86217004,0.13077648,-0.15203148,0.9755923,0.14296941,-0.1666718,0.439911,-1.0929174e-08,-0.11436914,0.7141284,-0.1013824,-0.13962515,0.8632346,-0.15648621,-0.13376953,0.9698988,-0.19191286,-0.13256289,0.39304423,-0.11588179,-0.12680915,0.629765,-0.18626247,-0.12744276,0.64165056,-0.167316,-0.08107004,0.60681593,-0.14649132,-0.04634276,0.32437548,-0.21725367,-0.13424525,0.5126899,-0.2320476,-0.11905334,0.53232723,-0.20242871,-0.06790933,0.51053506,-0.16785645,-0.024579648,N
0.0,0.0,0.0,-0.20607828,0.09126602,-0.18836413,-0.3798241,0.065302975,-0.34504613,-0.4655332,-0.07055119,-0.44331214,-0.46663067,-0.21995525,-0.5368335,-0.092323825,0.15886271,-0.62014955,-0.361918,-0.15345176,-0.75981843,-0.50003636,-0.2772356,-0.76390594,-0.5701294,-0.34284896,-0.74659693,0.060435858,-4.4780033e-09,-0.55831003,-0.25909778,-0.32292363,-0.67865294,-0.4311503,-0.41685632,-0.6269311,-0.51950717,-0.4256958,-0.58915824,0.14472814,-0.16175218,-0.48245338,-0.20148772,-0.41532704,-0.5764374,-0.36604202,-0.45886424,-0.5168202,-0.44009727,-0.45120546,-0.47453848,0.17887716,-0.30081356,-0.41346923,-0.102645054,-0.45236707,-0.4819856,-0.23608032,-0.4528626,-0.45701337,-0.292423,-0.41057843,-0.43692023,N
0.0,0.0,0.0,0.04749487,-0.20753925,-0.13197131,0.23281004,-0.33846605,-0.21527414,0.41185793,-0.33664402,-0.25696725,0.5235826,-0.30331966,-0.2955677,0.1724869,-0.16139385,-0.37306207,0.4722391,-0.24613519,-0.47004005,0.6421424,-0.3054419,-0.49609795,0.7737959,-0.34995973,-0.50315785,0.20858145,-1.544116e-09,-0.33136314,0.5579888,-0.11843986,-0.40963724,0.7425808,-0.215349,-0.41006127,0.8649946,-0.29268286,-0.40757957,0.2575809,0.11722981,-0.2811683,0.55532324,-0.03973838,-0.3394757,0.70628905,-0.17207333,-0.33362785,0.8053301,-0.27701372,-0.32489398,0.3072692,0.18510142,-0.23587564,0.5247515,0.031051012,-0.2772243,0.61801285,-0.08534432,-0.27058786,0.6720112,-0.17139675,-0.26107815,N
0.0,0.0,0.0,-0.1257232,-0.17654017,-0.13842195,-0.26586646,-0.19917315,-0.28786704,-0.37932888,-0.048395567,-0.3991058,-0.4278165,0.107113436,-0.5186892,0.12772684,-0.20002064,-0.5211512,-0.23433498,-0.055964515,-0.65921223,-0.45911142,0.0009827059,-0.72400916,-0.6319869,0.03676279,-0.7639841,0.23984359,7.75896e-09,-0.51244247,-0.18964557,0.1346436,-0.6635305,-0.47371158,0.17005453,-0.695506,-0.66120976,0.19333401,-0.7248611,0.24778134,0.17313026,-0.48165902,-0.1687446,0.26056677,-0.59176224,-0.27130333,0.1864812,-0.5415379,-0.27019656,0.1244187,-0.49824226,0.17316249,0.312846,-0.45628098,-0.1366729,0.34303522,-0.5156947,-0.21607487,0.26793346,-0.4646489,-0.21387848,0.2055991,-0.42835832,N
0.0,0.0,0.0,0.17412774,-0.13579293,-0.05656451,0.41070426,-0.12016169,-0.10947928,0.5659059,0.01025026,-0.14956166,0.64629984,0.13735917,-0.1828594,0.40355465,-0.13720022,-0.19701694,0.6828048,-0.009681076,-0.26739648,0.8307279,0.07191617,-0.2876717,0.9411737,0.13777798,-0.2945699,0.34460235,8.434469e-09,-0.20148674,0.63010854,0.124812275,-0.27160648,0.7989655,0.18791847,-0.28432414,0.92659914,0.23744982,-0.29160193,0.28125054,0.14370298,-0.19942842,0.5327524,0.2296823,-0.2784473,0.48515356,0.1861129,-0.25909087,0.397765,0.13937812,-0.22646761,0.22973336,0.27285853,-0.19901288,0.42346287,0.31466815,-0.26373225,0.38230973,0.2753493,-0.24806519,0.30251428,0.24752314,-0.22074401,N
0.0,0.0,0.0,0.10666312,-0.20987229,-0.10455164,0.31310838,-0.29521093,-0.16497494,0.5051959,-0.24480729,-0.19480117,0.6260807,-0.178318,-0.22197439,0.31124067,-0.14515972,-0.26001257,0.6158778,-0.13578942,-0.33453095,0.78035784,-0.12779722,-0.35936108,0.9082444,-0.108957924,-0.3717136,0.30740598,-6.779545e-10,-0.2287856,0.6367245,-0.060170237,-0.2925285,0.81620437,-0.10195793,-0.30470547,0.94177556,-0.12058873,-0.3138745,0.31564066,0.11305739,-0.19377497,0.6215467,0.039143298,-0.25571096,0.77286536,-0.030750932,-0.26820067,0.865668,-0.07744866,-0.2726008,0.33046848,0.20005445,-0.16254677,0.5610843,0.11570838,-0.22306076,0.6373537,0.04085661,-0.2365817,0.66490984,-0.0076628667,-0.23818065,N
0.0,0.0,0.0,0.1887824,0.14051533,-0.024952943,0.42212567,0.10521158,-0.083424404,0.57768565,-0.03988975,-0.1367339,0.6495576,-0.18351299,-0.20137884,0.42476386,0.1277595,-0.18350855,0.6895807,-0.03202725,-0.25267836,0.821239,-0.12470517,-0.2990093,0.92148644,-0.19078112,-0.33004823,0.34989756,1.3357292e-08,-0.20968053,0.630249,-0.15250331,-0.26408872,0.7905494,-0.22270939,-0.28923643,0.9065866,-0.27738854,-0.3180509,0.27682763,-0.12945405,-0.22484492,0.508525,-0.26183772,-0.26397687,0.46962225,-0.21864259,-0.24511018,0.4070354,-0.17235957,-0.23559242,0.21820526,-0.24996522,-0.23948246,0.4036616,-0.3177995,-0.26546022,0.37208885,-0.27922815,-0.23194458,0.31440732,-0.23694831,-0.20872909,N
0.0,0.0,0.0,0.14485927,0.20985918,-0.17195508,0.19871205,0.32209033,-0.31583738,0.12014211,0.38286495,-0.42489794,0.044307966,0.4058627,-0.5340666,0.435925,0.19863625,-0.39670113,0.18643743,0.5449625,-0.56351185,0.023598166,0.66426593,-0.6591114,-0.040400375,0.6969906,-0.71594125,0.2908727,-6.4026358e-09,-0.37276676,-0.071941994,0.42360198,-0.49463764,-0.18894498,0.5526998,-0.52537656,-0.19820681,0.5519966,-0.5603688,0.084661,-0.15623501,-0.344956,-0.2698404,0.25143367,-0.4543253,-0.28063166,0.37562096,-0.43982533,-0.22508955,0.36166131,-0.43870878,-0.15781133,-0.26997644,-0.328927,-0.45831615,0.047900185,-0.415339,-0.5047572,0.22135015,-0.38474125,-0.4755928,0.28150934,-0.35574144,N
0.0,0.0,0.0,0.17367223,-0.06804002,-0.10010319,0.36810723,0.013056055,-0.22556248,0.482211,0.1524549,-0.33328444,0.5379544,0.27829415,-0.45038456,0.31696332,-0.09711399,-0.3681186,0.52520394,0.10430115,-0.49293447,0.6431908,0.24489757,-0.5663673,0.7181626,0.34189436,-0.6060947,0.2257106,7.138156e-09,-0.3665501,0.48537114,0.24205613,-0.4632271,0.61013603,0.3659958,-0.47563678,0.68275005,0.42194954,-0.49059758,0.13770251,0.12122714,-0.35245752,0.38043085,0.32899666,-0.40405828,0.4373427,0.32734945,-0.3782491,0.4406683,0.29086566,-0.37180948,0.05772519,0.24519572,-0.34590742,0.25293338,0.36842263,-0.36726514,0.2972315,0.34487244,-0.32646388,0.29693952,0.29705524,-0.3024434,N
0.0,0.0,0.0,0.18662046,-0.04043669,-0.017118135,0.38939157,0.048671044,-0.08842101,0.49790895,0.2033396,-0.14961654,0.5768499,0.3322327,-0.20955177,0.4046938,-0.06025336,-0.2855726,0.6460712,0.111909114,-0.4060557,0.7347295,0.27184632,-0.4592776,0.7741763,0.40837607,-0.48361143,0.28219292,1.09610205e-08,-0.32296455,0.5245969,0.2420272,-0.4417534,0.63777477,0.41437066,-0.46089438,0.6969719,0.53543115,-0.46819884,0.15728319,0.089103416,-0.34621394,0.39987487,0.34999102,-0.42306226,0.47663268,0.41652533,-0.38675803,0.4961412,0.41995323,-0.35249758,0.046754368,0.19033888,-0.3686391,0.25282994,0.37581894,-0.41699183,0.35754216,0.44244754,-0.39372954,0.41222945,0.472645,-0.36747685,N
